,anime_id,name,genre,type,episodes,rating,members
1270,167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575
1271,5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470
1272,24037,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918
1273,5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,7.52,20508
1274,2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,7.52,5387
1275,24459,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,1,7.52,23484
1276,1006,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318
1277,27899,Tokyo Ghoul √A,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357
1278,3972,Yu☆Gi☆Oh! 5D&#039;s,"Action, Game, Shounen",TV,154,7.52,47119
1279,25519,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,7.52,59192
1280,30869,Ajin Part 2: Shoutotsu,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.51,11377
1281,1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,7.51,104607
1282,1475,City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",Movie,1,7.51,2969
1283,2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321
1284,23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214
1285,1852,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,7.51,42998
1286,2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",TV,47,7.51,2214
1287,1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.51,30747
1288,489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053
1289,2286,Little Nemo,"Adventure, Fantasy",Movie,1,7.51,4886
1290,2954,Maria-sama ga Miteru 3rd Specials,Comedy,Special,5,7.51,5072
1291,3469,Maria-sama ga Miteru: Haru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,6,7.51,5554
1292,2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space",TV,14,7.51,2758
1293,31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093
1294,1212,Oban Star-Racers,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.51,24156
1295,11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674
1296,9959,Raiyantsuuri no Uta,"Drama, Historical",Movie,1,7.51,465
1297,12067,Rurouni Kenshin Special,"Action, Historical, Romance, Samurai",Special,1,7.51,9173
1298,2903,Sakigake!! Otokojuku,"Action, Comedy, Martial Arts, School, Shounen",TV,34,7.51,4740
1299,2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",TV,50,7.51,1518
1300,960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,7.51,2151
1301,4189,Winter Sonata,"Drama, Romance",TV,26,7.51,13582
1302,33094,WWW.Working!!,"Comedy, Slice of Life",TV,13,7.51,40779
1303,21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,7.51,11413
1304,1589,Bartender,"Drama, Seinen, Slice of Life",TV,11,7.5,44394
1305,9340,Cheburashka,Comedy,Movie,1,7.5,545
1306,2817,Cinderella Monogatari,"Adventure, Fantasy, Kids, Romance",TV,26,7.5,3560
1307,19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187
1308,1684,Dotto Koni-chan,Comedy,TV,26,7.5,1397
1309,9135,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,7.5,87944
1310,25183,Gangsta.,"Action, Drama, Seinen",TV,12,7.5,210752
1311,23703,Gatchaman Crowds: Embrace,"Adventure, Sci-Fi",Special,1,7.5,10757
1312,10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"Comedy, Mecha, Sci-Fi",TV,12,7.5,7582
1313,1825,Hadashi no Gen 2,"Drama, Historical, Shounen",Movie,1,7.5,4910
1314,31158,Hetalia: The World Twinkle Specials,"Comedy, Historical, Parody",Special,3,7.5,2505
1315,31665,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,7.5,17770
1316,2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",TV,26,7.5,6197
1317,1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338
1318,31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,"Mystery, Shounen",TV,22,7.5,3676
1319,31952,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,7.5,69088
1320,1426,Lupin III: Part III,"Action, Adventure, Comedy, Shounen",TV,50,7.5,6883
1321,10624,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi",Movie,1,7.5,23866
1322,520,Marmalade Boy Movie,"Romance, Shoujo",Movie,1,7.5,5641
1323,3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092
1324,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515
1325,27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686
1326,3965,Nodame Cantabile Special,"Comedy, Josei, Romance, Slice of Life",Special,1,7.5,19570
1327,32051,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.5,9777
1328,1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,7.5,9597
1329,13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,7.5,16933
1330,399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
1331,8115,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",Movie,1,7.5,11368
1332,7870,Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School",Special,6,7.49,29923
1333,10396,Ben-To,"Action, Comedy, Martial Arts",TV,12,7.49,146570
1334,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Action, Horror, Mystery, Psychological",TV,13,7.49,298550
1335,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285
1336,501,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7.49,9366
1337,17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen",Special,1,7.49,34230
1338,9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392
1339,1878,Kaze no Shoujo Emily,"Drama, Historical, Shoujo",TV,26,7.49,2881
1340,16353,Love Lab,"Comedy, Romance, School",TV,13,7.49,79493
1341,2460,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",Movie,1,7.49,3109
1342,2253,Mazinger Z,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7.49,5746
1343,1238,One Piece: Mamore! Saigo no Dai Butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.49,16495
1344,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477
1345,6896,Pandora Hearts Specials,Comedy,Special,9,7.49,32103
1346,11835,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,"Action, Fantasy, Historical, Martial Arts",TV,34,7.49,369
1347,16123,Saki Zenkoku-hen,"Game, School, Slice of Life",TV,13,7.49,19010
1348,30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Mystery,TV,12,7.49,99665
1349,15751,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815
1350,560,Soukyuu no Fafner: Right of Left - Single Program,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.49,9482
1351,21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode","Comedy, Drama, Slice of Life",Special,1,7.49,2770
1352,10629,Tibet Inu Monogatari,Adventure,Movie,1,7.49,2647
1353,2820,Time Travel Tondekeman!,"Action, Adventure, Comedy, Kids",TV,39,7.49,957
1354,113,Uchuu no Stellvia,"Action, Romance, Sci-Fi, Space",TV,26,7.49,15471
1355,970,Yokoyama Mitsuteru Sangokushi,"Adventure, Historical",TV,47,7.49,2849
1356,2548,Ai no Wakakusa Monogatari,"Drama, Historical, Slice of Life",TV,48,7.48,3334
1357,101,Air,"Drama, Romance, Slice of Life, Supernatural",TV,13,7.48,188861
1358,103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",TV,74,7.48,7581
1359,15927,Carnival Phantasm: HibiChika Special,"Comedy, Supernatural",Special,1,7.48,14893
1360,3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,1478
1361,6880,Deadman Wonderland,"Action, Horror, Sci-Fi",TV,12,7.48,453454
1362,484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,"Adventure, Shounen, Supernatural",Movie,1,7.48,6442
1363,476,Ginban Kaleidoscope,"Drama, Romance, Sports",TV,12,7.48,29837
1364,14811,GJ-bu,"Comedy, School, Slice of Life",TV,12,7.48,83838
1365,242,Gokusen,"Comedy, Drama, Josei, School, Slice of Life",TV,13,7.48,22009
1366,9931,Happy Birthday: Inochi Kagayaku Toki,"Drama, Kids, Slice of Life",Movie,1,7.48,1356
1367,33241,Honobono Log,"Romance, Slice of Life",TV,10,7.48,9053
1368,9938,Ikoku Meiro no Croisée The Animation,"Historical, Seinen, Slice of Life",TV,12,7.48,38652
1369,2408,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Movie,1,7.48,2941
1370,2927,Kimikiss Pure Rouge,"Drama, Romance, School",TV,24,7.48,58211
1371,1419,Lupin III: Kutabare! Nostradamus,"Action, Adventure, Comedy, Shounen",Movie,1,7.48,4383
1372,158,Maria-sama ga Miteru,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",TV,13,7.48,33989
1373,23421,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903
1374,5984,Ristorante Paradiso,"Drama, Josei, Romance, Slice of Life",TV,11,7.48,22229
1375,10483,"Sengoku Basara Two: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!","Action, Historical, Samurai",Special,1,7.47,4955
1376,4715,Shigofumi Special,"Drama, Fantasy, Psychological, Thriller",Special,1,7.48,11797
1377,8726,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,7.48,31906
1378,3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,3057
1379,30641,Yankee-kun na Yamada-kun to Megane-chan to Majo,"Comedy, School, Shounen",Special,1,7.48,7170
1380,24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,"Comedy, Kids, Supernatural",Movie,1,7.48,1034
1381,25755,Yowamushi Pedal: Re:RIDE,"Drama, Shounen, Sports",Movie,1,7.48,4749
1382,30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7.48,3088
1383,763,Zoids,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,67,7.48,27614
1384,656,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7.47,29514
1385,2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7.47,28365
1386,6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,43725
1387,25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807
1388,2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.47,1269
1389,15925,Doraemon Movie 33: Nobita no Himitsu Dougu Museum,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.47,787
1390,20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7.47,56859
1391,344,Futatsu no Spica,"Drama, School, Sci-Fi, Supernatural",TV,20,7.47,5894
1392,18229,Gatchaman Crowds,"Adventure, Sci-Fi",TV,12,7.47,107513
1393,21039,Gatchaman Crowds Insight,"Adventure, Sci-Fi",TV,12,7.47,41220
1394,31324,Grisaia no Meikyuu Special,Ecchi,Special,1,7.47,16648
1395,4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",TV,12,7.47,63915
1396,27969,Hana to Alice: Satsujin Jiken,"Drama, Mystery, Slice of Life",Movie,1,7.47,9766
1397,7337,"Hetalia Axis Powers Movie: Paint it, White","Comedy, Historical, Parody",Movie,1,7.47,36986
1398,20853,Hitsugi no Chaika,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",TV,12,7.47,164510
1399,29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.47,8011
1400,633,Legend of Basara,"Adventure, Drama, Romance, Shoujo",TV,13,7.47,6033
1401,1590,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy",TV,50,7.47,1370
1402,1439,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.47,3134
1403,2488,Mei to Koneko Bus,"Adventure, Fantasy",Special,1,7.47,7714
1404,17505,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",TV,26,7.47,40155
1405,1655,Nerima Daikon Brothers,"Comedy, Music",TV,12,7.47,5374
1406,23673,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",TV,12,7.47,145439
1407,21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo",Movie,1,7.47,1570
1408,815,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",Movie,1,7.47,14249
1409,7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",TV,13,7.47,78952
1410,2942,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",TV,13,7.47,17360
1411,1764,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1,7.47,8750
1412,4884,Tales of the Abyss,"Adventure, Drama, Fantasy",TV,26,7.47,74901
1413,3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",Special,1,7.47,24618
1414,5332,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",Special,1,7.47,6581
1415,1744,Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo",TV,172,7.47,8713
1416,878,Zegapain,"Action, Mecha, Romance, Sci-Fi",TV,26,7.47,20644
1417,4038,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural",TV,51,7.47,25876
1418,31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School",Movie,1,7.47,35058
1419,4970,Afro Samurai: Resurrection,"Action, Adventure, Samurai",Movie,1,7.46,51064
1420,1078,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,Movie,1,7.46,20410
1421,2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.46,1272
1422,2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.46,1204
1423,32696,Fukigen na Mononokean,"Comedy, Supernatural",TV,13,7.46,44786
1424,551,Grappler Baki: Saidai Tournament-hen,"Action, Martial Arts, Shounen, Sports",TV,24,7.46,13584
1425,32648,Handa-kun,"Comedy, Shounen, Slice of Life",TV,12,7.46,69621
1426,15225,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",TV,12,7.46,201735
1427,8074,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892
1428,6064,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody",Special,24,7.46,28216
1429,483,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",TV,24,7.46,17463
1430,1972,Meitantei Holmes,"Adventure, Comedy, Mystery",TV,26,7.46,3985
1431,5273,Miracle Giants Doumu-kun,Sports,TV,49,7.46,680
1432,2269,Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space",Special,3,7.46,7118
1433,465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,33028
1434,1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.46,78876
1435,10862,Prince of Tennis: Pairpuri,"Comedy, Drama, Shounen, Sports",Special,8,7.46,3315
1436,710,Rec,"Comedy, Drama, Romance",TV,9,7.46,68951
1437,10334,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,7.46,4527
1438,20709,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306
1439,15793,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",TV,13,7.46,25750
1440,21573,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi",TV,13,7.46,17466
1441,1815,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",Movie,1,7.46,43962
1442,15307,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.46,2123
1443,8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266
1444,198,Speed Grapher,"Action, Mystery, Super Power",TV,24,7.46,64627
1445,19251,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",Special,1,7.46,13903
1446,2009,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",Special,1,7.46,855
1447,50,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",TV,24,7.45,96694
1448,31771,Amanchu!,"Comedy, School, Shounen, Slice of Life",TV,12,7.45,40481
1449,2986,Bamboo Blade,"Comedy, School, Seinen, Sports",TV,26,7.45,61649
1450,3076,Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo",Special,3,7.45,12317
1451,1373,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,Special,4,7.45,3174
1452,1614,Captain Tsubasa: Road to 2002,"Action, Shounen, Sports",TV,52,7.45,19746
1453,15109,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",TV,12,7.45,50019
1454,5684,Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",TV,50,7.45,7004
1455,505,Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo",TV,51,7.45,5074
1456,15863,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",TV,24,7.45,35196
1457,246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353
1458,6574,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",TV,12,7.45,40243
1459,5150,Hatsukoi Limited,"Comedy, Romance, School, Shounen",TV,12,7.45,54796
1460,714,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",TV,86,7.45,1316
1461,2336,Hikaru no Go: New Year Special,"Comedy, Game, Shounen, Supernatural",Special,1,7.45,7418
1462,13261,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power",TV,51,7.45,11939
1463,2407,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",Movie,1,7.45,3606
1464,519,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",TV,26,7.45,16764
1465,330,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",TV,13,7.45,87938
1466,6712,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural",TV,13,7.45,12088
1467,3292,Potemayo Specials,"Comedy, School, Seinen",Special,6,7.45,2975
1468,168,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",TV,26,7.45,52784
1469,573,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",TV,25,7.45,17561
1470,6153,Saint Seiya: Soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",Special,1,7.45,4031
1471,1302,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space",Movie,1,7.45,4199
1472,5034,Shikabane Hime: Kuro,"Action, Horror",TV,12,7.45,46709
1473,1548,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi",TV,42,7.45,1805
1474,2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,1501
1475,565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812
1476,855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",TV,26,7.45,72790
1477,5832,Tiger Mask Nisei,"Action, Drama, Sports",TV,33,7.45,2225
1478,4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45,2210
1479,33302,Yowamushi Pedal: Spare Bike,"Comedy, Drama, Shounen, Sports",Movie,1,7.45,4009
1480,15911,Yuyushiki,"Comedy, School, Seinen, Slice of Life",TV,12,7.45,50351
1481,764,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",TV,26,7.45,16381
1482,10479,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural",Special,16,7.44,9834
1483,20787,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",TV,13,7.44,320267
1484,1450,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",TV,26,7.44,5636
1485,10163,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",TV,11,7.44,156853
1486,2649,Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.44,835
1487,1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",TV,26,7.44,63193
1488,31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,7.44,26382
1489,653,Galaxy Angel 3,"Comedy, Sci-Fi",TV,26,7.44,6244
1490,191,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",Special,1,7.44,45137
1491,14833,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",TV,12,7.44,164445
1492,3655,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",TV,26,7.44,107384
1493,6030,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",TV,24,7.44,86942
1494,463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,35357
1495,2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,31909
1496,1094,One Piece: Umi no Heso no Daibouken-hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.44,19649
1497,238,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,7.44,35258
1498,18041,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",TV,13,7.44,46117
1499,17080,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi",TV,13,7.44,11882
1500,18277,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",TV,24,7.44,231387
1501,33558,Tales of Zestiria the X: Saiyaku no Jidai,"Action, Fantasy",Special,1,7.44,26647
1502,13333,Tari Tari,"Music, School, Slice of Life",TV,13,7.44,80960
1503,8022,Tegamibachi Gakuen,Comedy,Special,25,7.44,6649
1504,27,Trinity Blood,"Action, Supernatural, Vampire",TV,24,7.44,113791
1505,3791,Air Gear Special,"Shounen, Sports",Special,1,7.43,33597
1506,11266,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",Special,1,7.43,59755
1507,22433,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",TV,12,7.43,46601
1508,485,Damekko Doubutsu,Comedy,TV,26,7.43,8024
1509,2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.43,1189
1510,6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids",Movie,1,7.43,1034
1511,6401,ef: A Tale of Melodies. - Prologue,Music,Special,1,7.43,13745
1512,3568,Ganbarist! Shun,"Comedy, Shounen, Sports",TV,30,7.43,1700
1513,1441,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery",Movie,1,7.43,7755
1514,15699,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",TV,12,7.43,84442
1515,18295,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",TV,12,7.43,57434
1516,3958,Kannagi,"Comedy, School, Shounen, Supernatural",TV,13,7.43,94202
1517,845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651
1518,1090,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.43,12877
1519,1722,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",TV,26,7.43,52817
1520,2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,7.43,108170
1521,4437,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",Movie,1,7.43,97818
1522,1237,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.43,17175
1523,13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",TV,13,7.43,194791
1524,2141,Oseam,"Adventure, Drama",Movie,1,7.43,3648
1525,161,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",TV,24,7.43,35123
1526,527,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",TV,276,7.43,229157
